Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls▼,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
343,Moussa Niakhate,fr FRA,DF,Nott'ham Forest,26-219,1996,1.8,0,3,2,66.7,1.69,1.13,0.00,0.00,7.1,0,0,0,0.5,0.5,0.15,-0.5,-0.5,Matches,00242715
344,Rasmus Nissen,dk DEN,DF,Leeds United,25-094,1997,6.7,0,1,1,100.0,0.15,0.15,0.00,0.00,4.1,0,0,0,0.4,0.4,0.39,-0.4,-0.4,Matches,39769cff
345,Eddie Nketiah,eng ENG,FW,Arsenal,23-136,1999,1.2,0,6,3,50.0,5.05,2.52,0.00,0.00,14.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches,a53649b7
346,Matheus Nunes,pt POR,MF,Wolves,24-047,1998,6.6,0,11,1,9.1,1.66,0.15,0.00,0.00,15.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,e6af02e0
347,Ethan Nwaneri,eng ENG,MF,Arsenal,15-206,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f94982c
348,Angelo Ogbonna,it ITA,DF,West Ham,34-143,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,74b2cd7e
349,Michael Olise,fr FRA,MFFW,Crystal Palace,20-305,2001,3.6,0,5,2,40.0,1.39,0.56,0.00,0.00,21.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,c4486bac
350,Amadou Onana,be BEL,MF,Everton,21-058,2001,6.2,0,9,0,0.0,1.46,0.00,0.00,,13.0,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches,828657ff
351,Josh Onomah,eng ENG,MF,Fulham,25-169,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6612cd8c
352,Frank Onyeka,ng NGA,MF,Brentford,24-285,1998,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2944f86f
353,Cole Palmer,eng ENG,MFFW,Manchester City,20-160,2002,1.0,0,1,0,0.0,0.98,0.00,0.00,,19.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,dc7f8a28
354,Emerson Palmieri,it ITA,DFFW,West Ham,28-071,1994,1.8,0,1,0,0.0,0.54,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,e0bc6fdc
355,Lucas Paquetá,br BRA,MFFW,West Ham,25-047,1997,3.6,0,7,3,42.9,1.96,0.84,0.00,0.00,18.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,9b6f7fd5
356,Nathan Patterson,sct SCO,DF,Everton,20-362,2001,7.0,0,5,1,20.0,0.71,0.14,0.00,0.00,18.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,230f0471
357,Ben Pearson,eng ENG,MF,Bournemouth,27-282,1995,2.3,0,1,1,100.0,0.43,0.43,0.00,0.00,19.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,a6b461e7
358,Ayoze Pérez,es ESP,MF,Leicester City,29-076,1993,1.2,0,2,0,0.0,1.71,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,819aa8e7
359,Ivan Perišić,hr CRO,DF,Tottenham,33-253,1989,4.6,0,3,0,0.0,0.65,0.00,0.00,,15.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,6fe90922
360,Romain Perraud,fr FRA,DF,Southampton,25-021,1997,3.7,0,7,0,0.0,1.90,0.00,0.00,,21.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,6dfd8f05
361,Kalvin Phillips,eng ENG,MF,Manchester City,26-315,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4f565d77
362,Nathaniel Phillips,eng ENG,DF,Liverpool,25-206,1997,0.7,0,1,0,0.0,1.45,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,515ebe8d
363,Jordan Pickford,eng ENG,GK,Everton,28-220,1994,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4806ec67
364,Ethan Pinnock,jm JAM,DF,Brentford,29-137,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e541326e
365,Nick Pope,eng ENG,GK,Newcastle Utd,30-177,1992,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4b40d9ca
366,Dennis Praet,be BEL,FWMF,Leicester City,28-152,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,86695068
367,Aaron Ramsdale,eng ENG,GK,Arsenal,24-152,1998,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,466fb2c5
368,David Raya,es ESP,GK,Brentford,27-028,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,98ea5115
369,Tim Ream,us USA,DF,Fulham,35-008,1987,9.0,0,1,0,0.0,0.11,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,28b40c9c
370,Nathan Redmond,eng ENG,DF,Southampton,28-221,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab651565
371,Declan Rice,eng ENG,MF,West Ham,23-272,1999,9.0,0,6,1,16.7,0.67,0.11,0.00,0.00,25.7,0,0,1,1.1,0.3,0.04,-1.1,-0.3,Matches,1c7012b8
372,Chris Richards,us USA,DF,Crystal Palace,22-199,2000,0.5,0,1,0,0.0,1.91,0.00,0.00,,10.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,0a3d6d2b
373,Richarlison,br BRA,MFFW,Tottenham,25-156,1997,3.6,0,8,3,37.5,2.25,0.84,0.00,0.00,12.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches,fa031b34
374,Matt Ritchie,sct SCO,FW,Newcastle Utd,33-033,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,71ef519e
375,Andrew Robertson,sct SCO,DF,Liverpool,28-216,1994,4.5,0,3,0,0.0,0.67,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,2e4f5f03
376,Antonee Robinson,us USA,DF,Fulham,25-066,1997,6.3,0,1,0,0.0,0.16,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,289601e6
377,Marek Rodák,sk SVK,GK,Fulham,25-304,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,17acc2ed
378,Rodri,es ESP,MF,Manchester City,26-113,1996,7.5,0,11,2,18.2,1.47,0.27,0.00,0.00,19.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,6434f10d
379,Mads Roerslev,dk DEN,DF,Brentford,23-111,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,57c94db2
380,Cristian Romero,ar ARG,DF,Tottenham,24-169,1998,5.4,0,3,1,33.3,0.56,0.19,0.00,0.00,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,a3d94a58
381,Oriol Romeu,es ESP,MF,Southampton,31-019,1991,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4b511457
382,Salomón Rondón,ve VEN,FW,Everton,33-027,1989,1.1,0,4,1,25.0,3.64,0.91,0.00,0.00,19.3,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches,b318a643
